ProjectID,ProjectTitle,Abstract,fromUpdate900,Individual,Interpersonal,Organizational,Community,Policy,Not.Applicable,Flag,Description,haveSEM
20171229,Developing methods to improve systematic reviews using clinical trial registries,"Systematic reviews are a critical information source supporting policy and clinical decision making, and are expected to provide a comprehensive, current, and unbiased assessment of what is known about a clinical intervention. Traditional systematic reviews are resource-intensive endeavors, and with the rapid and increasing pace of evidence production, it is becoming increasingly difficult to ensure that systematic reviews are kept up to date. While innovations addressing this challenge have previously focused on automating the specific tasks such as screening and data extraction, innovative approaches are now needed that leverage new data sources and consider efficiencies across sets of reviews. This proposal uses a unique resource--ClinicalTrials.gov--as a data source to develop tools that automatically identify relevant clinical trials, track them as they are completed and reported, and signal when a systematic review requires updating. We propose to investigate a corpus of systematic reviews related to interventions targeting obesity and type 2 diabetes to address the two following aims: (1) to develop and evaluate graph-based semi-supervised learning methods for identifying and linking relevant clinical trials from ClinicalTrials.gov to systematic reviews, and (2) to create and populate a dynamically updated database of systematic reviews with data that reflects the most up-to-date view of emerging trial evidence. We will make the tools and database developed in this proposal freely available for use by the systematic review community. Thus, our work will not only introduce new ways to identify relevant evidence, but will also provide an ongoing resource to support systematic reviewers in prioritizing systematic review updates and ensuring that reviews are a comprehensive and timely summary of the scientific evidence.",1,,,,,,1,,systematic review methods,1
20172079,Effectiveness of gastric sleeve vs. gastric bypass for cardiovascular disease,"Bariatric surgery is currently the most effective treatment strategy for weight loss in the severely obese. Long-term data on the ""gold standard"" bariatric operation, Roux-en-Y gastric bypass (RYGB), indicate both durable weight loss and a high rate of remission of diabetes after surgery. Recently, vertical sleeve gastrectomy (VSG) has emerged as the most frequently performed bariatric procedure in the U.S. Despite its common use, patients and physicians do not have sufficient, high-quality comparative effectiveness data for VSG to adequately inform treatment decisions between VSG and the gold standard RYGB. Large-scale comparative effectiveness studies, using real-world clinical populations, are urgently needed to fully understand and improve these decisions. We have designed such a study to compare the effectiveness of VSG and RYGB for surgical safety and hypertension, dyslipidemia, and diabetes remission as well as overall CVD risk reduction in 16,693 VSG and 9,943 RYGB patients. This sample size is over 6 times that of VSG patients and over twice the RYGB patients in all published studies directly comparing the effectiveness of VSG and RYGB. No other studies in the published literature have the diversity of bariatric surgery patients that our sample has; 55% are Hispanic or non-Hispanic black. We will apply innovative econometric techniques to address confounding in observational data and study heterogeneity of treatment effects to inform clinical knowledge and identify areas where further randomized studies are needed. We have assembled an experienced, interdisciplinary econometric, health services, and clinical research team to address the following specific aims over a median three years of follow-up: (aim 1) compare the effectiveness of VSG and RYGB in remission of CVD risk factors and reduction in overall CVD risk using advanced statistical and econometric techniques; (aim 2) compare VSG and RYGB surgical safety using similar methods to aim 1; and (aim 3) understand the treatment effect heterogeneity in remission of CVD risk factors, reduction in overall CVD risk, and safety outcomes for patients with different racial/ethnic backgrounds, sexes, and disease burdens at the time of surgery. With the accomplishment of these aims, we will be able to provide population-based, comprehensive, rigorous evidence for clinical and policy decision making regarding the choice between RYGB and VSG for overall CVD risk reduction, risk factor remission, and safety.",1,1,,,,,,,bariatric surgery,1
20172114,"Comparison of the Cardiovascular Benefits of Resistance, Aerobic, and Combined Exercise (Cardio-RACE)","Aerobic exercise (AE) has well-documented health benefits to prevent cardiovascular diseases (CVD) such as heart diseases or stroke. However, there is very little evidence whether resistance exercise (RE) prevents CVD or modifies the development of CVD risk factors, independent of and combined with AE. In fact, the Federal Physical Activity Guidelines primarily focus on AE for health. There remains an important unanswered question: What type or combination of exercise is most effective for CVD prevention? To answer this question, the goal of this study, ""Comparison of the Cardiovascular Benefits of Resistance, Aerobic, and Combined Exercise (Cardio-RACE)"" is to test the hypothesis that RE and AE have independent CVD benefits, thus the combined RE plus AE have greater additive benefits than either RE or AE alone. To achieve this goal, the project includes two specific aims: (aim 1) to explore the comparative effectiveness of RE, AE, and combined exercise on incident CVD risk factors (hypertension, type 2 diabetes, hypercholesterolemia, and obesity) and CVD morbidity and mortality by analyzing a large cohort data; and (aim 2) to evaluate the independent and additive (combined) effects of RE and AE training on traditional and emerging CVD risk factors/markers (central hemodynamics, inflammatory biomarkers, glucose metabolism, blood lipids, adiposity, sarcopenic indices, and fitness) by conducting a randomized controlled trial of exercise. In aim 1, the Aerobics Center Longitudinal Study data in >34,000 adults will be used. This is the largest cohort followed over 35 years with RE and objectively measured muscular strength. In aim 2, 400 adults at high risk of developing CVD will be recruited and randomized to one of four 1-year intervention groups: 1) RE training only, 2) AE training only, 3) a combined RE plus AE training, or 4) no training control. The proposed project will investigate mechanisms of how RE and AE training modify traditional and emerging CVD risk factors/markers (aim 2) and further prevent CVD morbidity and mortality in the general population (aim 1). This study could fill an important gap in our knowledge of the benefits of RE to further prevent CVD, beyond the well-documented benefits of AE. This project potentially contributes to developing more effective clinical and public health strategies to prevent CVD and advancing more comprehensive future physical activity guidelines to support the mission of the National Institutes of Health.",1,1,,,,,,,aerobic and resistance exercise interventions,1
20173119,The long-term benefits of interventions to improve T2D outcomes,"Diabetes is a mounting public health concern, with millions of new cases each year. Poor control of diabetes is associated with serious health complications, including heart disease, blindness, and amputation. Control of diabetes can be achieved through adherence to diet, exercise, and treatment guidelines, but compliance with prescribed regimens can be complicated and difficult. The Look AHEAD study randomized an intensive lifestyle intervention focused on weight reduction among over 5,000 patients with type 2 diabetes in 2001. Participants in the intervention lost weight and improved their diabetes control over the 11 years of the intervention relative to the control group. Weight reductions and improvements in diabetes outcomes may lead to broader benefits for patients in terms of functional status, ability to work, and fewer health complications. We propose research linking Look AHEAD participants with data from Medicare and the Social Security Administration to determine the effect of the intervention on long-term health care utilization (e.g., hospital admissions), employment, earnings, retirement, and severe disability (as measured by enrollment in disability insurance). In addition, we will simulate the long-term fiscal impacts of a broader, national expansion of the intensive lifestyle intervention. Finally, we will compare health and disability measures collected by the Look AHEAD study to overlapping measures in Medicare and the Social Security Administration data, to evaluate the use of administrative data as a source of health information in clinical trials. The results of this study will provide important evidence on the broader benefits of successful lifestyle interventions for diabetes. In addition, the results will indicate the impact of improved diabetes control on functional status and economic outcomes.",1,1,,,,,,,lifestyle intervention  ,1
20173130,MHealth for diabetes adherence support,"Many African Americans and Latinos with diabetes do not achieve recommended diabetes goals, placing them at high risk for complications. Team-based models of care can help in reaching goals of therapy. Additionally, mobile health (mHealth) technologies can further improve outcomes among those more difficult to reach. This study will evaluate the impact of a team-based, mHealth intervention designed to improve medication adherence, healthy eating, and physical activity behaviors. We will compare this mHealth approach with usual care. Clinical pharmacists and health coaches (HC) will deliver our proposed team-based intervention. MHealth delivery includes mobile phone text messaging, secure videoconferencing, and HC home visits. Pharmacists will focus on medication reconciliation and adherence. Health coaches will help identify psychosocial and environmental challenges to adherence in a culturally sensitive manner. Together, they can assist in goal setting, problem solving, and negotiation of competing priorities, and provide social support leveraging mHealth technologies. Preliminary data from our research group supports the role of health coaches partnering with clinic-based pharmacists in improving diabetes outcomes in minorities. In the proposed mHealth intervention, patient-pharmacist videoconferencing will eliminate the need for in-person visits with a pharmacist, which is impractical for many low-income patients. In addition, our pilot work suggests that text messaging is a preferable means of communication and may facilitate more frequent contact with patients. We propose a randomized controlled trial to evaluate the effectiveness of an mHealth diabetes adherence support intervention delivered by clinical pharmacists and health coaches. We will randomize 220 patients through UI Health to either (1) mHealth diabetes adherence support through clinical pharmacists and health coaches or (2) usual care. After one year, patients completing the mHealth intervention will be monitored for an additional year while the usual care group receives the mHealth approach. Outcomes include medication adherence, hemoglobin A1c, blood pressure, and LDL-cholesterol levels. The specific aims include (1) evaluate the effectiveness of an mHealth diabetes adherence support intervention delivered by clinical pharmacists and health coaches to African American and Latino adults with uncontrolled type 2 diabetes; (2) evaluate the maintenance of improved diabetes behaviors as well as clinical outcomes one year after completing the intervention; (3) evaluate the cost and cost-effectiveness of mHealth diabetes adherence support compared to usual care; and (4) evaluate the reach, adoption, and implementation of mHealth diabetes adherence support based on the RE-AIM framework.",1,,1,,,,,,team-based intervention with mhealth,1
20173146,Enhancing evidence-based diabetes control among local health departments,"Background: Nearly 26 million people in the US--or 8.3% of the population--has diabetes. Premature death and disability can be prevented for persons with diabetes through implementation of evidence-based programs and policies (EBPPs). Local health departments (LHDs) are uniquely positioned to implement diabetes control EBPPs because of their knowledge of, and focus on, community-level needs, contexts, and resources. There is a significant gap, however, between known diabetes control EBPPs and actual diabetes control activities conducted by LHDs. Goal: This proposal seeks to reduce the burden of diabetes by increasing adoption of EBPPs among LHD practitioners. Methods: This is a two-phase study that takes a comprehensive approach to elucidate effective tactics for dissemination and implementation (D&I) of EBPPs among LHD practitioners. Phase 1: We will refine and test measures to assess the adoption of EBPPs in LHDs, building on pilot work. Phase 2: We will conduct a qualitative needs assessment of 15 LHDs in Missouri to understand factors influencing the adoption of diabetes control EBPPs. We will then conduct a pre/post, experimental (group-randomized) study of 30 LHDs in Missouri to evaluate the effectiveness of active D&I approaches. The intervention arm of this study (15 LHDs) will receive a flexible ""menu"" of D&I approaches that account for local contextual and organizational factors. The control arm (15 LHDs) will receive a minimal ""usual care"" intervention. We will conduct multivariate regression analyses to model the factors important to improving adoption of diabetes control EBPPs, and will conduct social network analysis to understand the relationships and contextual issues that influence EBPP adoption. We will translate and disseminate findings from phases 1 and 2 to LHD practitioners and practice-related stakeholders in order to support the sustainable practice of diabetes control among LHDs. Innovations and impact: This study is innovative and impactful because it will 1) be the first to identify effective approaches for increasing the adoption of diabetes control EBPPs among LHDs in the US; 2) be the first to develop valid and reliable objective measures of EBPP adoption levels in LHDs; 3) augment diffusion of innovation theory with constructs from institutional theory; 4) include tactics novel to US public health practice (e.g., use of knowledge brokers); 5) use social network analysis and qualitative needs assessment together with traditional statistical modeling for a comprehensive understanding of the predictors of EBPP adoption; and 6) use a stakeholder-driven, flexible ""menu"" approach from which to select a set of D&I activities that have the greatest salience and feasibility among the LHDs enrolled in our D&I trial. This research is expected to result in a replicable D&I model that can significantly impact diabetes and chronic disease control among LHDs.",1,,,1,,,,,adoption of EBPPs in LHDs,1
20173383,"Population health impact of a self-insured employer's policy change to cover weight reduction and diabetes prevention interventions for employees, dependents, and retirees with prediabetes","In September 2015, the University of Michigan (U of M) changed its health care benefits to cover interventions for weight reduction and diabetes prevention at no out-of-pocket cost for the ~20,000 overweight or obese employees, dependents, and retirees with prediabetes among its ~85,000 employees, dependents, and retirees. We will evaluate the impact of this large-scale policy change on population health by first comparing the yield of four strategies being used to identify nondiabetic employees, dependents, and retirees with prediabetes. These strategies include using claims, HbA1c, and BMI levels available in the U of M's self-funded health insurance database to identify prediabetic individuals; applying a validated screening algorithm to the same database to identify additional nondiabetic individuals >=40 years of age at highest risk for prediabetes for HbA1c testing; by asking individuals to self-screen for prediabetes using the CDC Prediabetes Screening Test (and to have HbA1c testing if positive); and by performing prediabetes screening and HbA1c testing as part of a worksite wellness program. We will also evaluate the incremental benefits of tailored feedback, engaging primary care physicians in case finding, and financial incentives for member participation in screening. Second, we will describe intervention uptake and reach and assess individual preferences for in-person and internet-based lifestyle interventions and for metformin therapy. We will attempt to explain intervention participation based on the health belief model, and further describe and compare the uptake, adherence, retention, and change in outcomes (weight, BMI, HbA1c, and quality of life) associated with each intervention. We will also assess the impact of the interventions on population health. Finally, we will model the effectiveness, costs, and cost-utility of the interventions relative to no intervention over one and two years and over simulated 5- and 10-year time horizons using a validated computer simulation model. The rigorous evaluation of this large-scale change in obesity policy will involve collaboration among the research group, patients, providers, provider groups, intervention providers, the U of M, and its health insurer. The results of the evaluation will advance scientific knowledge and will have major implications for benefit design, health policy, and population health.",1,,1,1,,,,,change in insurance benefits,1
20183353,Development and pilot of a strengths-based behavioral mHealth intervention to promote resilience in adolescents with type 1 diabetes,"Type 1 diabetes (T1D) is among the most common chronic conditions of childhood and its management is complex and relentless. Adolescents have increased risk for worsening glycemic control, putting them at risk for short- and long-term complications. As responsibility for daily T1D management tasks begins to shift from parents to youth, supportive parent-adolescent teamwork promotes optimal diabetes outcomes. However, adolescents' cognitive development, desire for autonomy, and changing family and social relationships can make adherence to treatment recommendations difficult and strain attempts at parent-adolescent teamwork. We aim to develop and pilot test a mobile app-based behavioral intervention to facilitate positive, supportive parent-adolescent interactions around T1D management. The proposed study has two parts. First, we plan to involve adolescents with T1D (age 12-17), their parents, and diabetes care providers in designing a smartphone app that supports parents to recognize, keep track of, and reinforce their adolescents for specific positive T1D-related behaviors, or strengths. Example strengths include asking for help with complicated diabetes tasks, talking to friends about diabetes, and expressing confidence or optimism about T1D management. Intermittently throughout the day, the app will push parents a prompt to report which positive T1D behaviors their adolescent has engaged in. The app will generate weekly summary reports of each adolescent's most frequent strength behaviors, and parents will be reminded via the app to praise their adolescent for those patterns. Second, we plan to pilot test this intervention with 82 families; parents will be randomized to an intervention or a control condition. Participants in the intervention condition will use the app for 6 months and provide feedback, and control participants will receive usual care and will not use the app. Our main goal is to determine how often and in what ways families use the app, whether they like it, and to obtain suggestions for improvement. We will also evaluate trends for impact on important diabetes outcomes, such as quality of parent-adolescent relationships, T1D treatment adherence, and glycemic control. Data--including questionnaires, adherence data from blood glucose meters, and glycemic control biomarkers from a blood draw--will be collected at baseline and again 3 and 6 months later. The results of this pilot study will help refine the intervention so that it can be evaluated in a full-scale randomized controlled trial. Ultimately, the goal of this research is to validate brief, convenient, and helpful tools that families of all adolescents with T1D can use to strengthen positive family teamwork and ultimately promote optimal diabetes health outcomes.",1,1,1,,,,,,family and mobile app intervention,1
20164046,Using multifamily groups to improve family-centered self-management of type 2 diabetes among Mexican Americans,"This R01 grant proposal is a response to PA-14-112 ""A Family-Centered Self-Management of Chronic Conditions."" The project (a) evaluates four culturally adapted, family-based treatments designed to improve health status, self-management behaviors and self-efficacy among Mexican Americans with type 2 diabetes using a sequential, multiple assignment randomized trial in a public health setting; and (b) tests hypotheses about the applicability of Ryan and Sawin's individual and family self-management theory, the conceptual foundation for the intervention's key constructs, to the study of diabetes self-management in this population. This conceptual model was selected for study because its emphasis on the integration of family members as partners in care while promoting illness self-management is highly germane to the study population and to the proposed intervention. Spanish speaking, Mexican American patients with type 2 diabetes and their families will be recruited from a primary care clinic affiliated with a large, urban public hospital located in a predominantly Mexican American area of Los Angeles. In the first phase of the study, subjects will be randomly assigned to six 2.5 hour sessions (three months) of either 1) Tomando Control de su Diabetes (TC), a culturally tailored, community-based, diabetes self-management program delivered in a group format by community health workers (promotoras) working with individual patients and families; or 2) TC delivered by health professionals (licensed nurses). Evaluations will be made at baseline, three months, six months and 12 months. After six weeks of treatment (at the midway point of the intervention), subjects will be assessed for improvement in diabetes self-management behaviors (the primary outcome). In the second phase of the study, those subjects who have improved their diabetes self-management behaviors by 50% over baseline will be continued in their assigned treatment for the duration of three months. Those subjects who do not meet this target will be re-randomized to receive either 1) an augmented version of TC that has a specific focus on engaging family members; or 2) a multifamily group treatment led by nurses specially trained in teaching diabetes self-management skills for an additional three months. Subjects will be assessed on setting and adhering to self-management goals related to diabetes; self-management behaviors including adhering to the ADA diet, engaging in exercise activities, monitoring glucose levels, and taking prescribed hypoglycemic medications; diabetes self-efficacy; and hemoglobin A1c levels. Family members will be assessed during these same time frames to determine their knowledge of diabetes care; levels of collaborative goal setting with their ill relative and the health care provider; and levels of family support. The results will advance the understanding of the factors that affect self-management for Mexican Americans with type 2 diabetes, and will provide valuable information towards constructing an adaptive intervention that will help to determine which treatment strategies work to improve diabetes self-management behaviors most efficiently and for whom.",1,,1,,,,,,"family-based diabetse treatments, some delivered by health workers",1
20164069,From episodic to real-time care in diabetes self-management,"Self-management is integral to control of type 2 diabetes mellitus (T2DM). Effective self-management, however, requires real-time information on health status and behaviors and ongoing health professional facilitation of patients as they monitor and perform self-management. Accurate, timely information for these activities is notably absent from the current health care system. Providing real-time data would help patients and their care providers better understand illness dynamics, develop adaptive approaches to improve health outcomes, and deliver personalized care when and where it is most needed. Emerging mobile health technologies may facilitate adaptive self-management by patients with diabetes by capturing diabetes-related data and providing feedback to patients directly. Sharing these data in real time with the patient and health care provider can foster collaborative work and change care delivery from infrequent episodic care delivery to real-time care at the point in time when patients need it most. However, to date we have little knowledge of how to support patients to use data from mobile technologies for real-time care and do not know how long patients will track multiple types of diabetes-related data. Moreover, we do not know what strategies will best help patients overcome self-management challenges using self-generated diabetes-related data or how providers might most effectively guide patients to better self-manage in real-time. We propose a mixed-methods exploratory study of 50 patients from a primary care clinic with a diagnosis of T2DM; they will be asked to track relevant clinical data over 6 months using a wireless body scale, phone-tethered glucometer, a wrist-worn accelerometer (i.e., Fitbit), and a medication adherence text message survey. Data generated from the devices will be plotted as trajectories that will help us to understand the adaptive challenges that patients face in self-management. A subset of patients will be interviewed at monthly intervals over the 6 months to discuss their adaptive challenges and successes in diabetes self-management. Following the 6-month data collection period, we will conduct focus groups with providers to explore ways to address collaborative work to self-manage diabetes using self-monitoring data, and meet real-time challenges in diabetes self-management.",1,1,,,,,,,mobile self management intervention,1
20171016,CloudConnect: consumer health IT for enhanced treatment of chronic illness,"The purpose of this study is to develop and assess a new approach to self-management that recognizes that many patients with chronic conditions must manage their condition continuously and often do so within a social context. As care shifts to home- and community-based settings, multiple forms of consumer health information technology (IT) are being developed to support patients with their self-management responsibilities. In particular, remote monitoring systems--in which clinically relevant data are captured, analyzed, and converted into medically relevant information--carry potential for use in multiple chronic diseases that require constant oversight. Furthermore, consumer health IT is being advanced that is responsive to the fact that self-management rarely occurs in isolation; rather, patients often rely on others including a primary informal caregiver. Therefore, there is a need to create and evaluate approaches to self-management that integrate consumer health IT interventions facilitating continuous monitoring and both individual and group decision making. This proposal seeks to refine and assess such an approach to self-management, called CloudConnect, with two specific aims: 1) explicate patient and informal caregiver needs and preferences relevant to the technology core of this self-management approach, and 2) evaluate the impact of this self-management approach on engagement and clinical outcomes. The proposed research addresses questions that relate to the design and performance of a self-management approach for type 1 diabetes that integrates remote monitoring of both physiological parameters and patient-generated data, informatic processing of multiple data types to assess near-term risk of adverse events, computation of risk profiles that identify linkages between behavior and self-treatment outcomes, clinical decision support, and health information communication systems, all with a focus on dyads of adolescent patients and their local caregivers. The first of two studies associated with this proposal is a needs assessment study that reveals patients' and primary informal caregivers' needs/preferences for the technology core of CloudConnect. The second study is a randomized control trial that assesses CloudConnect in terms of patient engagement, dyad engagement, and clinical outcomes as well as the relationships among these outcome measures for adolescents with diabetes. The results of this project will inform the design information technology that improves engagement and clinical outcomes for patients who require continuous monitoring and who engage an informal primary caregiver in self-management outside clinical settings.",1,1,1,,,,,,cloud based self management for adolescents and caregivers,1
20162148,Improving self-care decisions of medically underserved African Americans with uncontrolled diabetes: effectiveness of patient-driven text messaging versus health coaching,"The goal of this study is to compare how well motivational messages (text messages from the doctor's office), diabetes wellness coaches, and usual care with diabetes education materials provided at the doctor's office work to help African American adults with uncontrolled diabetes improve diabetes self-care decisions. Self-care is difficult when one has diabetes. But it becomes especially difficult when the diabetes is uncontrolled, the person has other medical conditions, and lives in an area without many primary care doctors. Many studies have shown that encouraging text messages from the doctor's office and health coaches can help people take better care of themselves. But before primary care clinics around the country start sending texts, hiring health coaches, or providing additional educational materials, it is critical for them to know which one is more likely to help. This study will assign African American diabetics to either motivational messages, diabetes wellness coaches, or usual care with diabetes educational materials. We especially want to find out if one works better for people at highest risk, like people who can't read medical information well, people who are very ill, people with depression, people who don't have smartphones, or older adults. We also want to know if one works better for people who live in the city versus people who live in the country. Lastly, we want to find out if messages or coaches help people improve their blood sugar, quality of life, and their feelings about primary care. The study will test motivational messages, diabetes wellness coaches, and usual care with diabetes educational materials side by side in primary care doctors' offices. The messaging and coaching programs will give patients the same information, but in different ways. The motivational messages will come from the doctor's office as text messages to the patient's mobile phone. The messages will be written carefully based on each patient's needs and interests, to give people support with reaching their goals for healthy eating, physical activity, and medication taking. The diabetes wellness coaches will be trained in how to help people get motivated. They will meet with people about once a month to give people support with reaching their goals for healthy eating, physical activity, and medication taking. This study will include 1,000 African American adults, ages 35 to 75, with uncontrolled diabetes and one or more additional chronic condition, living in medically underserved communities in the mid-South. People will have to have a cell phone or smart phone with texting capability to participate. Forty percent of participants will get messages, 40 percent will get coaches for one year, and 20 percent will receive usual care with diabetes educational materials. We will be able to tell whether messages and coaches work by seeing if people improve their diabetes self-care decisions, and if their blood sugar, quality of life, and feelings about primary care get better. Our long-term goal is to get primary care clinics nationally to start using motivational messages or diabetes wellness coaches if they work well.",1,1,1,,,,,,text messages and wellness coaches,1
20171308,Electronic medication adherence reporting and feedback during care transitions,"Adverse drug events are common during transitions from the hospital to the ambulatory setting, in part due to unintentional discrepancies in medication regimens and non-adherence with those regimes. The broad, long-term objectives of this research are to design, implement, and evaluate novel interventions to improve medication safety during transitions of care. The specific aims of the study are to 1) implement a smart pill-box intervention for patients discharged from the hospital to the community; 2) evaluate the effects of the intervention on post-discharge medication discrepancies, medication adherence, and chronic disease management; and 3) determine barriers and facilitators of implementation of the intervention. The design of this study is a cluster-randomized controlled trial, with clustering at the level of the primary care practice. Subjects will include randomly selected patients admitted to the medicine service of a large, urban hospital on 5 or more chronic medications and with a plan to be discharged to the community. The intervention will consist of a ""smart pill-box"" with pre-filled medication trays and several HIT features, including 1) the ability to send alerts to patients or caregivers by phone, email, or text if medication wells in the pillbox are not accessed; and 2) the generation of adherence reports accessible by patients, by caregivers (with patients' permission), and by providers by way of a link embedded within the electronic health record (EHR). Primary outcomes to be evaluated will include medication discrepancies between dispensed medications and the regimen documented in the EHR, and medication adherence based on prescription fill data, i.e., the proportion of days covered. Measures of disease control in patients with hypertension, hyperlipidemia, and diabetes mellitus will serve as secondary outcomes. We will also evaluate several measures of implementation of the intervention, such as the use of medication adherence reports by patients, caregivers, and providers. Multivariable regression with general estimating equations will be used to adjust for patient factors and account for clustering at the level of the primary care practice. Lastly, we will conduct semi-structured qualitative interviews of a sample of patients, caregivers, and providers to learn more about the usability of the intervention and any barriers and facilitators of implementation. This study will advance the field of medication safety by quantifying the benefits of this type of intervention in the transitions setting, where it has not been previously evaluated and where there is demonstrable need for improvement.",1,1,,1,,,,,smart pill-box intervention for patients that links to EHR technology,1
20164015,"Reducing health disparities in serious mental illness (SMI), rural and minority populations","Disabled persons under the age of 65 who qualify for Medicare (MD<65) appear to have unique challenges in obtaining health care, poor health outcomes, and high costs of care although research on the population remains limited. Comorbid and serious mental illness appears to strengthen the association between disability and poor health outcomes. This study addresses the effects of disability and comorbid mental illness of the MD<65 by examining self-care capacity, its relationship to health status, and over a 14-year period, to selected illness trajectories and health outcomes, considering community capacity to support health, quality of health care, and intersecting effects of gender, race, and rurality. The health care experiences of three groups of the MD<65 will be compared: the physically disabled (PHYS), physically disabled with co-morbid mental disorders (CMD), and seriously mentally ill disabled (SMI) and then contrasted with Medicare recipients 65 and older. The study design and analyses are guided by an empirically supported multi-factorial health outcomes model developed by the two PIs. Investigators will use the Medicare Current Beneficiary Survey (MCBS) and Medicare claims data (MCD) employing multilevel analyses, and will first examine the influence of community capacity on self-care capacity and health status for 47,680 Medicare recipients, MD<65 with PHYS, CMB, and SMI contrasted with MD>65. Next, detailed 14-year longitudinal profiles of received health care will be constructed for those with cardiovascular disease (CVD) and diabetes mellitus (DM), co-morbidities prevalent in the disabled. Employing a longitudinal, population analytic design, investigators will estimate survival on health/illness trajectories for selected outcomes, including mortality, in each group. At each level of analysis investigators will also examine the influence of gender, race, and rurality to assess the extent to which intersecting effects of each identity further affect morbidity and mortality disparities seen. The aggregation of Medicare claims data with other datasets we will use in the proposed research will enable us to identify community-level and health system factors that contribute to worsening health, increased utilization, and high health care costs, which in turn will enable investigators to make specific recommendations for individual- and system-level health care interventions. The proposed research will provide key information about MD<65 as a whole and how health and mental health comorbidities accrue and influence the development of disparities in health outcomes in each group.",1,1,,1,1,,,,community factors and health system factors relating to health status,1
20171078,Integrating mobile e-health into hypertension and diabetes management in Cambodia,"The population of Cambodia is rapidly aging. Life expectancy at birth has increased from 58 years in 1995 to 71 years in 2012, driving the rate of previously unknown non-communicable diseases (NCDs) skyward. Ischemic heart disease and stroke are now the top two causes of mortality in this low-income country, and rates of cardiovascular risk factors including hypertension and diabetes are dramatically increasing. While the Cambodian government has done little to address the growing burden of NCDs afflicting its people, a non-governmental organization (NGO), MoPoTsyo Patient Information Center, has stepped in. Using a model of community-based patient-led Peer Educator Networks, MoPoTsyo is currently delivering self-management training and medications to over 21,000 hypertensive and diabetic patients in Cambodia. In spite of the considerable success this model has demonstrated, control of these conditions--particularly hypertension among non-diabetics--remains a challenge. The primary aim of this application, in response to PAR-14-028, Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21), is to enhance the communication network between the MoPoTsyo patient database, peer educators, pharmacies, and patients, using mobile eHealth tools to activate better compliance with treatment guidelines. Specifically, we plan to 1) finalize enhanced features of the mHealth communications application for self-management of hypertension and diabetes, and pilot test it with end-users for acceptability and ease of use; 2) implement a randomized controlled clinical intervention to assess the mHealth communications application in rural and urban-poverty communities for reducing study outcomes related to diabetes and hypertension; and 3) share results with the Cambodian Ministry of Health and development partners in order to inform health policy makers of study findings and to develop strategies for improving control of hypertension and diabetes throughout Cambodia. This e-health communication system using mobile phone technology will include (a) voice messaging in Khmer allowing illiterate users to participate, (b) interactive tailored reminders and messages to patients for improving support for treatment adherence and goal achievement, (c) integration of messages received and responses from users into the health care database to trigger new messages, (d) access to pharmacy data to monitor individual adherence to medication, (e) access of health care information to peer educators to improve monitoring of patients over time, and (f) use of the system to integrate data into the MoPoTsyo database for reports and surveillance of patients. Fifty peer educators representing over 6,000 rural, sub-urban, and urban patients will be randomized to the intervention or control. Process outcomes and health indicators, including control of blood pressure and glucose, medication adherence, and lifestyle factors such as smoking, body mass index, diet, and exercise, will be evaluated. Results will be used to help develop national health policies addressing the great need for NCD control in Cambodia and serve as a model of other countries in SE Asia.",1,,1,,,,,,peer educator networks,1
